parent_id,parent,reply,character
14766,"Sit down, Dwight.","Let me tell you why I should be the next manager with a riddle: A manager, a salesman, a leader and a warrior walk into a restaurant. The hostess says, “table for one?” How is this possible?",Dwight
14767,You were dining alone? All those people are you?,"Yes, exactly. Riddle number two: Who is going-",Dwight
14768,"Ah-ah-ah- your drive, your ambition. It would be wasted on a manager’s job. And Florida, you don’t want to live here. Even I don’t want to live here. That’s why I’m always at my place in Scranton. Florida is America’s basement: It’s wet, it’s filled with mold, strange insects, alligators. Alligators are dinosaurs, Dwight. You know that, right?",N… it’s complicated.,Dwight
14769,"This medal was my grandfather’s. He received it for acts of courage. For excellence. It’s a tribute one man gives another. I could give you a job, Dwight. Why not let me give you something even better?","It’s a job interview, not a flea market.",Dwight
14770,"Dwight, the job is not right for you. Now, when something comes along that is right for you, I’ll try you out. Now get the hell out of my place.",Yes.,Dwight
14771,You’ve been meatballed!,Ugh.,Dwight
14772,Are you ready for some meatball?,"Aw, man. This is not very clever, Jim.",Dwight
14773,Look for your stapler!,Really Jim? Really? Very funny.,Dwight
14774,Oh okay. Good night. What’s the haul?,Thirty-two meatballs.,Dwight
14775,"Oh, who needs a house that size?",Big. Stupid. Pure chump bait.,Dwight
14776,"Hey, Dwight Snoot.",What-,Dwight
14777,What you doing?,I’m relaxing. Scram.,Dwight
14778,"Come on, don’t you want to play?",Oh really?,Dwight
14779,Yeah.,"Yeah, you want to play you little hick?",Dwight
14780,Oh!,"You regret attacking me now, hick? Huh?",Dwight
14781,"Stop it. Dwight, I was flirting with you. I was trying to use you to make Andy jealous.",I’m not going to help you. Why would you choose me? Because I’m mighty? Because I’m the manliest man in the office? I’ll do it.,Dwight
14782,Stop.,You stop.,Dwight
14783,"No, you stop.","No, you stop.",Dwight
14784,Is he looking? Oh. You can stop.,"Okay, you can stop.",Dwight
14785,"No, no, no, he’s not looking.","No, you can stop.",Dwight
14786,Andy’s not even looking. I think sexy eating is a dead end.,Damn it.,Dwight
14787,What is the most romantic possible thing?,We can get some chicken fights going in the pool.,Dwight
14788,"Andy, Dwight and I challenge you and Jess to a chicken fight. Winner take all.",Chicken fight!,Dwight
14789,Dang it! What the heck already?,"Hey, Cathy. Chicken fight!",Dwight
14790,Yes! Woo!,Woohoo! Yes!,Dwight
14791,"Dwight, our chemistry is really clicking. We work so well together.",I know. I could just bang you right now.,Dwight
14792,Yeah!,Maybe we should take a little break.,Dwight
14793,"Dwight, we’ve got this. I promise. I will not leave your shoulders, no matter what.",Okay.,Dwight
14794,"Mush, mush, mush! Come on!",Go!,Dwight
14795,Sure. Sure we did.,You’re lying. We didn’t win.,Dwight
14796,"Ooh, do not remind me of Phyllis’s birthday.","I know. But boy, that Erin. She sure is a ripe little tiger, isn’t she? Rroww! And to think, I always thought of her as a second Meredith. Respectfully, I don’t want us walking into a similar Angela kind of situation.",Dwight
14797,Mmm.,"So I just want to make sure that you are completely, one hundred percent done with Erin.",Dwight
14798,"Last I checked, I’m with Jessica. And I like to get my monog on. It’s monogamy for my hog ‘n me.",Not what I asked.,Dwight
14799,We’re done. Erin and I are over.,"So then you won’t mind if tonight I just go crazy on her, just go nuts, rrargh. With sex.",Dwight
14800,Have at it. Or take it slow. Whatever you guys work out.,You’re an idiot.,Dwight
14801,"Oh, Dwight.",Uh huh.,Dwight
14802,That feels so good!,Yeah….baby.,Dwight
14803,"Yeah, it sounds like it.","Hey, have you ever been checked for scoliosis?",Dwight
14804,"I don’t know, why don’t you check me Dr. Shrute.","No, seriously. Your spine is jacked. It’s like the devil’s cursive.",Dwight
14805,You mean more like dangerous curves…,You’d be like 8 feet tall if this thing was straightened out…,Dwight
14806,Bring it on guys.,Yeah…,Dwight
14807,Let’s go before I vomit.,Ready?,Dwight
14808,Ok.,RAHHH!!!!!!!,Dwight
14809,"Yeah, come on!",Get her! Ruin her!,Dwight
14810,"It was pretty uneventful, actually.",Can’t believe they let someone like you serve on a jury. Makes me question the whole judicial system.,Dwight
14811,Nope. Not guilty.,"Of course you found him not guilty. “Oh, he apologized and I just really want him to like me, mm.”",Dwight
14812,"We’re best friends, actually. We’re going wine-tasting next weekend, if you want to come.","Not coming, have plans.",Dwight
14813,Mm-hmm.,And the victim rode his bicycle into the left hand turn lane but the perp was already in the left-hand turn lane?,Dwight
14814,Mm-hmm.,"See, that’s what I’m having trouble with, because the fact is, you never said he was on a bicycle. Busted, Halpert!",Dwight
14815,"Okay, wait, wait.","Yes! Andy, get out here.",Dwight
14816,No. I never said he was on a bicycle. I just said I wasn’t listening to you.,I am making a citizen’s arrest. You have the right to remain silent. You have the right to beg for mercy. You have the right to request judgment by combat. Dwight’s rights.,Dwight
14817,"What’s up, gangstas?",Jim was lying about jury duty. He was lying the whole time so he could go do yoga or go canoeing. I don’t know what this pervert likes. Fire him!,Dwight
14818,"Dwight, not everything is a conspiracy theory.",I have Jim on the record saying that the vic-,Dwight
14819,"No. Dwight! I have me on the record, saying to you, take a chill pill.",I don’t- I don’t need to take a chill pill.,Dwight
14820,"Here, right there. Down the hatch.",I really don’t want to take the chill pill.,Dwight
14821,"Attaboy. Good. Now, chill.","Okay, okay. But let’s just say that Jim was lying about jury duty. You would have to fire him, right?",Dwight
14822,"Yeah, sure, of course. I’d fire him to Timbuktu.",That’s good enough for me.,Dwight
14823,"Uh, I’m going to say “I” when I’m talking for Ernesto, so instead of “he says blah, blah, blah,” I’m going to say “I say, blah, blah, blah,” but that’s for him. Anyway, it was something like, “He remembers Toby.” “I remember Toby.”","Okay- oh, Jim. Hey, this guy look familiar?",Dwight
14824,The empanada guy!,"No, Toby! Damn it, Toby! No, I wasn’t asking you. Ask him if he remembers Jim.",Dwight
14825,"He says, “No.”","He says, “No!” Boom!",Dwight
14826,"Yeah but who remembers all their customers? I mean, I can name like three of our clients.","Okay, he remembers Toby, the most forgettable man in the known world.",Dwight
14827,"Usually I’m a burrito guy, but if you won’t tell, I won’t. Wink, wink.","Great. And while we’re enjoying these delicious empanadas, Jim, why don’t you tell us your story again?",Dwight
14828,Why? Everybody’s heard it.,Walk us through it. What time would you get there every morning?,Dwight
14829,"His car broke down. So he called me, ’cause I live near the courthouse.","Wait, wait. You live by the courthouse. So you drove from near the courthouse, out to Jim’s house, and then back to the courthouse?",Dwight
14830,Funny? No? Nobody laughing?,"You’re screwed! Oh, it’s happening. It’s really happening.",Dwight
14831,"Pam really needed some help with the kids, so, I promise my intentions were good.",Your clients. They’re all mine.,Dwight
14832,"Uh, I did, every morning. And if I didn’t, then I hope I die.","All right, well. Let’s get this show on the road, shall we? Allow me to give you a hand. Here we are. So long, clump-mate. I’m going to miss you. Truth be told, I never thought that this was how it was going to end. I always thought that I was going to defeat you somehow. But you’ve defeated yourself.",Dwight
14833,"Dwight, cut it out. I’m not firing Jim.","No, no, no. You said- you said that you were-",Dwight
14834,"I know what I said. Jim, you’re in deep doo-doo. Do you understand? I have one thing to say to you, and I’m going to say it in front of this whole office. Look me in the eye.",That’s it? This is crap!,Dwight
14835,"You’ve reached Gabe Lewis, I’m currently indisposed. Leave me a message. Ciao.","Gabe, it’s Dwight again. Highest priority, triple-urgent. Call me. Immediately. That means ASAP.",Dwight
14836,Dwight. Hey.,"Oh, hey. Have you seen Gabe?",Dwight
14837,"He went to the car or something, but he’ll be back.",Okay.,Dwight
14838,Don’t you want to see the baby?,Psh! Why? I know what Angela and the senator look like. I can mash that up in my head right now.,Dwight
14839,I promised I wouldn’t tell.,So don’t.,Dwight
14840,Angela got pregnant before the wedding.,What?,Dwight
14841,She got pregnant before the wedding.,How long before?,Dwight
14842,A month. You didn’t hear it from me!,Yes I did.,Dwight
14843,Dwight.,I want to see the baby.,Dwight
14844,"Oh, Angela will make you cut your fingernails. It’s not worth it.","Oh, yes. Oh, what a beautiful child. Prominent forehead, short arms, tiny nose. You will lead millions… willingly, or as slaves.",Dwight
14845,Every baby looks just like you. Your face kind of looks like a baby.,Need I remind you that we were together a month before the wedding?,Dwight
14846,That is completely untrue.,Completely true. Remember? Angela. No.,Dwight
14847,Completely true. Remember? Angela. No.,You said that Robert was not fulfilling you-,Dwight
14848,I did not. Uh-uh.,"-and I said, “I bet I could fulfill you,” and you said, “I’d like to see you try,” and then I kissed you with the force of a thousand waterfalls.",Dwight
14849,That didn’t happen.,And then I inserted my penis-,Dwight
14850,No! Stop it!,Into your-,Dwight
14851,Dwight.,Vagina and-,Dwight
14852,"And even if it did, it’s just a coincidence.",Admit that there is a chance.,Dwight
14853,I will not.,Admit it. Admit it.,Dwight
14854,All done?,Yeah.,Dwight
14855,"Yes, yes. He’s sleeping.","Before I go, may I?",Dwight
14856,Who are you?,I just might be his father.,Dwight
14857,"Dwight, what the hell? You can’t smoke in here.","Oh, right. The office looks different now. Huh. Smaller. Maybe I just feel bigger. Hello Gabe.",Dwight
14858,You had something important to tell me?,"Oh, you know, I did but now it seems infinitely insignificant.",Dwight
14859,Hello everyone! Remember little old me. Hi!,What are you doing here? You just had our baby. Our collective Dunder Mifflin…family baby. Four days ago.,Dwight
