quote_id,quote,character
1110,"Slack lining, please. Untie that rope, give it to a couple of pig-tailed school girls, let them start jumping with it while chanting a rhyme and giggling about boys. Doesn’t seem so macho now, does it? It’s a jump rope!",Dwight
1111,"Ok. Oh, god.",Dwight
1112,"Attention, employees of Dunder Mifflin. Everyone thinks the new guys are so cool cause they can slack line. Boo. Hey Clark, this is what a areal salesman looks like. They say that you only live once and I’m about to prove it. Dwight Schrute!",Dwight
1113,Woo! Ahh!!,Dwight
1114,I feared Nellie had some sort of a plan but she used a ridiculous font. Huh. You don’t have a plan.,Dwight
1115,Heh! Ha!,Dwight
1116,"Dothraki is the native tongue of the nomadic war-mongering horse lords of Essos as featured in the superb Home Box Office series, Game of Thrones. It has a lot of nudity. Which I fast-forward through to get to the chopped-off heads.",Dwight
1117,"Oh, the wires need insulation. It’s a wire people. I’m not buying it a fur coat.",Dwight
1118,"I know what Jim is trying to do. He’s trying to get big bad Dwight to shell out for a huge repair job while lucky Jimbo gets a paid vacation. Well sorry, lucky Jimbo, I can live very happily in a magnetic field. Most of my childhood heroes got their power that way.",Dwight
1119,"Roll into the future with Work Bus. Say goodbye to wasteful buildings. These days a mobile office isn’t just for hotshot politicians. Now anyone can rent a work bus. If you’ve got a parking lot, a work space is just a phone call away. In this age of belt tightening and less empowered workers, a work bus is how tomorrow gets things done.",Dwight
1120,But as Jim and I discovered… No! … any blow to the pumpkin itself could prove fatal to me.,Dwight
1121,At first I drove myself crazy thinking about the things I should have done differently. I never should have played that joke on Erin. I never should have hollowed out this damn pumpkin in the first place. Then I realized that I was being silly. I mean the pumpkin should rot off of my head in a month or two. Right?,Dwight
1122,"Dumatril is licensed to treat anxiety symptoms, such as panic attacks, excessive worrying, and fear. Translation: There’s a madman in our midst.",Dwight
1123,"The media can make you famous. And do you have any idea how easy it is to sell something when you’re famous? “Uh, yeah wow. 10 reams of 40 pound bond at only $690 after discount? Um, whatever you say, Brad Pitt.” It’s that easy.",Dwight
1124,"Overall, I’d say my first radio interview went pretty much the way I expected.",Dwight
1125,"The White Pages: Do you want it? No. Do you use it? No. Does it inexplicably show up on your doorstep three times a year? Yes, yes, and yes. There’s a reason that we in the paper industry call this thing “the White Whale”. Look at all that sweet blubber.",Dwight
1126,"This is me and my family celebrating Pennsylvania Dutch Christmas in 1982 on the farm. There’s me and my brother Jeb breaking the ceremonial pig rib. He doesn’t come back for Christmas anymore. The sepia tint is from an app on my phone. This is the same photo, matrix style.",Dwight
1127,"Every year, my grandfather would dress up as belsnickel at Christmas. He was…okay at it. I am great. You know how they say some people were born to be bad? Well, I was born to be belsnickel.",Dwight
1128,"In a head-to-head contest, people prefer belsnickel over santa every time. There aren’t as many songs about him, but I attribute that more to rhyming difficulties. My brother and I wrote one once. it was about a fickle pickle salesman who would tickle you for a nickel.",Dwight
1129,"Of all of the vermin in God’s great green kingdom, lice are the ones I detest the most. My first day of school, I had lice, and no one would play with me. For 15 years, they called me freak and four eyes and sci-fi nerd and girl puncher. All because I had lice when I was 7.",Dwight
1130,"I had a pretty good day today. Not everything went exactly according to plan, but lice if you are watching, I am ready for you anytime, anywhere.",Dwight
1131,"Stone and Son Suit Warehouse recently lost their paper provider. They’re a family owned business . Jim and I used to clean up at those. We’d go in pretending to be family – brothers. We did it at a family owned law firm, at a family owned construction company, and a family owned motorcycle store. Jim and Dwight Shrupert. I was the dynamic, likeable winner that was doted upon by Mom. And Jim was the closeted foot fetishist pretending to belong. The client never knew any of that, but I knew.",Dwight
1132,"Wallace is letting me hire a junior sales associate to sit at Jim’s desk while he’s away in Philly. Finally I’ll have someone at my desk clump who gets me. It’s like, “Really, Jim? You don’t understand the difference between a slaughterhouse and a rendering plant? Uh, remind me not to lend you any dead cows or horses.” Wow.",Dwight
1133,"Clark has no chance. I mean, he’s up against my buddy Rolf, for God’s sake. Guy goes fishing with hand grenades. And Trevor – he’ll make you laugh so hard, you’ll puke your pants.",Dwight
1134,"Rolf is my best friend, and he is the man. Cool, calm, and collected 24/7. Just try and rattle Rolf. I dare you. Such a sweet guy.",Dwight
1135,"Well, they can’t all be winners. But Trevor’s next and he’s a real professional. You say, “Jump,” and he says, “Oh who?” He loves to jump on people, that Trevor.",Dwight
1136,"I can’t hire Clark. Yeah, he looks like a Schrute, but he thinks like a Halpert and he acts like a Beesly.",Dwight
1137,"Next up, my cousin Mose. Mose could make a great paper salesman. He’s got a natural fear of paper, which would motivate him to get as much of it out of this office as possible. I’ve got big expectations, Mose-wise.",Dwight
1138,"When I was young, I spent several years at a private school where I was told I would be taught to harness my mutant abilities. Turned out it was a conman copying Charles Xavier’s School for Gifted Youngsters from the X-Men comic books. Took me years to figure out that it was a con. Some people never figured it out.",Dwight
1139,"Wolf is hilarious. He has executed me over 100 times at point-blank range. Half of ‘em, we were on the same team. Oh my God. How I screamed. Ah, that goof.",Dwight
1140,"Nate is a proven entity, but not without his handicaps; hearing, vision, basic cognition. Trevor is great, but I saw no fire in him today. And this is a guy who loves to start fires. Troy is literally one of a kind. He’s a goblin, or a hobbit, or a kobold, which is a type of gremlin. And yet I’m hesitant. Why can’t I pull the trigger on any of them?",Dwight
1141,Summer. Winter. Jungle. Formal.,Dwight
1142,They say that everyone outgrows their friends at some point in their lives. Well I just outgrew them all in the span of three hours.,Dwight
1143,"Normally, I find Pam to be a comforting, if unarousing, presence around the office. Like a well-watered fern. But, today, she has tapped into this vengeful, violent side. And I’m like, wow, Pam has kind of a good butt.",Dwight
1144,"I really like Andy these days. He’s pretend and he does exactly as I tell him to. All that will change when real Andy comes back tomorrow. Unless he comes back as pretend Dwight. In which case, we’re in for an epic, confusing showdown.",Dwight
1145,"I’d like to rat out Andy. Unfortunately, I have a bit of a boy-who-cried-wolf dynamic with David Wallace. Except, instead of a boy, I’m a man. And instead of a wolf, I cried genetically-engineered monster wolf.",Dwight
1146,"No, don’t just let her eat the grass, she’ll puke it right up. OK, just put out two bowls and see which feed she prefers. I’m sorry to be taking up so much of your precious time, Mose, but she’s your aunt too. Fine. I’ll see what I can do.",Dwight
1147,My actual mother was very cold and distant. I’d say she was the closest thing I had to an aunt.,Dwight
1148,"We Schrutes don’t need some Harvard doctor to tell us who’s alive and who’s dead. But, there was an unlucky streak of burying some heavy sleepers. And, when grave robbers discovered some scratch marks on the inside of some of the coffins, we decided to make sure that our dead were completely dead. Out of kindness.",Dwight
